"DOR Code","Municipality","Fiscal Year","Total Outstanding Debt (Schedule A Part 10)","Equalized Values (EQV)","Outstanding Debt as a % of EQV","Population","Outstanding Debt Per Capita","GF Debt Service (Schedule A Part 2)","Total Budget","Debt Service as a % of Budget"
"003","Acushnet","2024","7,747,555","1,630,578,800","0.48%","10,553","734","465,434","38,581,190","1.21%"
"003","Acushnet","2025","6,696,803","1,630,578,800","0.41%","10,585","633","479,706","40,594,057","1.18%"
"004","Adams","2021","3,995,703","525,826,800","0.76%","8,077","495","606,940","17,467,786","3.48%"
"004","Adams","2022","3,520,167","549,332,800","0.64%","8,010","439","583,761","17,442,388","3.35%"
"004","Adams","2023","3,045,673","549,332,800","0.55%","8,166","373","569,909","18,030,454","3.16%"
"004","Adams","2024","5,333,845","593,584,400","0.90%","8,100","658","557,829","19,605,696","2.85%"
"004","Adams","2025","8,353,132","593,584,400","1.41%","8,047","1,038","719,246","20,234,407","3.56%"
"005","Agawam","2021","19,593,591","3,067,519,900","0.64%","28,854","679","2,259,286","99,326,124","2.28%"
"005","Agawam","2022","17,012,999","3,286,756,800","0.52%","28,613","595","2,288,429","104,114,689","2.20%"
"005","Agawam","2023","14,481,577","3,286,756,800","0.44%","28,692","505","2,198,558","107,569,555","2.04%"
"005","Agawam","2024","12,405,047","3,580,768,800","0.35%","28,494","435","1,817,460","117,727,612","1.54%"
"005","Agawam","2025","10,426,177","3,580,768,800","0.29%","28,393","367","2,039,478","118,003,079","1.73%"
"006","Alford","2021","0","279,820,300","0.00%","491","0","166,625","1,784,663","9.34%"
"006","Alford","2022","0","279,886,100","0.00%","488","0","169,277","2,006,205","8.44%"
"006","Alford","2023","0","279,886,100","0.00%","486","0","169,034","1,935,526","8.73%"
"006","Alford","2024","0","308,074,200","0.00%","484","0","215,631","2,182,993","9.88%"
"006","Alford","2025","0","308,074,200","0.00%","483","0","119,050","2,248,490","5.30%"
"007","Amesbury","2021","53,237,940","2,273,556,700","2.34%","17,569","3,030","3,952,218","67,314,043","5.87%"
"007","Amesbury","2022","55,148,960","2,652,855,600","2.08%","17,532","3,146","3,445,746","69,648,208","4.95%"
"007","Amesbury","2023","50,631,370","2,652,855,600","1.91%","17,366","2,916","3,816,692","71,987,101","5.30%"
"007","Amesbury","2024","54,329,877","2,989,453,900","1.82%","17,269","3,146","3,923,638","77,378,516","5.07%"
"007","Amesbury","2025","54,274,186","2,989,453,900","1.82%","17,179","3,159","4,671,335","80,484,395","5.80%"
"008","Amherst","2021","11,850,000","2,516,974,800","0.47%","39,503","300","1,431,375","83,630,692","1.71%"
"008","Amherst","2022","10,340,000","2,727,618,700","0.38%","39,924","259","927,652","90,358,581","1.03%"
"008","Amherst","2023","8,900,000","2,727,618,700","0.33%","39,263","227","833,588","100,846,124","0.83%"
"008","Amherst","2024","22,850,000","2,913,802,400","0.78%","39,378","580","815,732","103,665,781","0.79%"
"008","Amherst","2025","44,180,000","2,913,802,400","1.52%","40,059","1,103","2,372,710","101,016,562","2.35%"
"009","Andover","2021","110,819,971","8,453,211,200","1.31%","36,403","3,044","15,044,747","191,464,202","7.86%"
"009","Andover","2022","290,901,231","9,328,654,100","3.12%","36,356","8,001","9,875,851","198,594,750","4.97%"
"009","Andover","2023","320,333,714","9,328,654,100","3.43%","36,569","8,760","21,357,543","210,137,216","10.16%"
"009","Andover","2024","352,770,176","10,204,123,200","3.46%","36,517","9,660","25,150,077","218,531,203","11.51%"
"009","Andover","2025","375,136,847","10,204,123,200","3.68%","36,363","10,316","27,598,317","227,825,700","12.11%"
"010","Arlington","2021","222,642,350","10,614,146,500","2.10%","45,624","4,880","13,429,367","180,791,784","7.43%"
"010","Arlington","2022","297,079,725","12,795,048,700","2.32%","45,531","6,525","15,752,874","189,881,291","8.30%"
"010","Arlington","2023","294,398,652","12,795,048,700","2.30%","46,308","6,357","19,051,221","198,992,036","9.57%"
"010","Arlington","2024","302,708,580","13,535,163,100","2.24%","45,617","6,636","23,737,977","207,270,355","11.45%"
"010","Arlington","2025","301,922,782","13,535,163,100","2.23%","45,522","6,632","19,929,471","221,499,524","9.00%"
"011","Ashburnham","2021","14,317,816","640,811,300","2.23%","6,346","2,256","1,707,140","18,301,126","9.33%"
"011","Ashburnham","2022","13,088,766","795,346,900","1.65%","6,348","2,062","1,653,700","20,341,341","8.13%"
"011","Ashburnham","2023","11,858,294","795,346,900","1.49%","6,315","1,878","1,598,795","19,547,010","8.18%"
"011","Ashburnham","2024","10,636,566","852,436,100","1.25%","6,341","1,677","1,534,569","21,978,174","6.98%"
"011","Ashburnham","2025","9,413,339","852,436,100","1.10%","6,372","1,477","1,480,250","21,217,074","6.98%"
"012","Ashby","2021","0","319,398,200","0.00%","3,234","0","0","8,864,898","0.00%"
"012","Ashby","2022","0","366,133,300","0.00%","3,219","0","14,650","9,234,090","0.16%"
"012","Ashby","2023","6,665,000","366,133,300","1.82%","3,193","2,087","78,500","9,892,569","0.79%"
"012","Ashby","2024","6,552,161","417,224,700","1.57%","3,170","2,067","262,801","10,917,764","2.41%"
"012","Ashby","2025","6,437,188","417,224,700","1.54%","3,163","2,035","262,801","10,750,441","2.45%"
"013","Ashfield","2021","781,876","248,466,800","0.31%","1,734","451","89,234","5,230,137","1.71%"
"013","Ashfield","2022","800,924","271,206,700","0.30%","1,717","466","159,298","5,640,523","2.82%"
"013","Ashfield","2023","766,101","271,206,700","0.28%","1,695","452","176,071","6,332,381","2.78%"
"013","Ashfield","2024","731,278","293,407,600","0.25%","1,691","432","515,944","6,807,687","7.58%"
"013","Ashfield","2025","696,455","293,407,600","0.24%","1,688","413","194,271","6,667,207","2.91%"
"014","Ashland","2021","58,756,496","2,809,780,000","2.09%","17,739","3,312","3,811,296","68,131,306","5.59%"
"014","Ashland","2022","54,344,207","3,214,888,000","1.69%","17,807","3,052","5,535,803","71,119,796","7.78%"
"014","Ashland","2023","97,826,918","3,214,888,000","3.04%","18,832","5,195","5,919,062","73,112,340","8.10%"
"014","Ashland","2024","94,664,629","3,593,981,200","2.63%","18,560","5,100","6,907,305","76,972,616","8.97%"
"014","Ashland","2025","91,226,820","3,593,981,200","2.54%","18,466","4,940","7,241,050","84,973,474","8.52%"
"015","Athol","2021","20,799,776","730,647,700","2.85%","11,753","1,770","2,086,438","22,418,928","9.31%"
"015","Athol","2022","18,956,229","880,913,600","2.15%","11,732","1,616","2,032,182","24,928,999","8.15%"
"015","Athol","2023","16,580,321","880,913,600","1.88%","11,945","1,388","1,972,858","25,776,360","7.65%"
"015","Athol","2024","14,751,532","1,060,563,000","1.39%","11,905","1,239","1,959,651","26,177,910","7.49%"
"015","Athol","2025","14,774,889","1,060,563,000","1.39%","11,897","1,242","1,870,775","27,574,286","6.78%"
"016","Attleboro","2021","167,226,186","4,710,804,300","3.55%","45,117","3,707","5,967,781","146,531,360","4.07%"
"016","Attleboro","2022","174,365,751","5,286,614,900","3.30%","45,237","3,854","9,626,888","156,128,098","6.17%"
"016","Attleboro","2023","173,785,128","5,286,614,900","3.29%","46,461","3,740","10,235,024","175,305,204","5.84%"
"016","Attleboro","2024","173,228,725","5,949,246,000","2.91%","46,580","3,719","11,377,091","181,826,047","6.26%"
"016","Attleboro","2025","162,868,472","5,949,246,000","2.74%","46,601","3,495","10,251,205","188,783,204","5.43%"
"017","Auburn","2021","29,653,734","2,175,990,900","1.36%","16,782","1,767","5,506,176","67,616,334","8.14%"
"017","Auburn","2022","30,975,719","2,423,368,200","1.28%","16,766","1,848","5,112,387","70,028,961","7.30%"
"017","Auburn","2023","24,433,340","2,423,368,200","1.01%","16,889","1,447","5,369,733","73,997,382","7.26%"
"017","Auburn","2024","20,154,590","2,748,972,400","0.73%","16,830","1,198","5,095,983","77,105,234","6.61%"
"017","Auburn","2025","19,610,461","2,748,972,400","0.71%","16,762","1,170","3,594,159","84,020,626","4.28%"
"018","Avon","2021","17,788,888","855,860,900","2.08%","4,519","3,936","2,036,848","29,758,156","6.85%"
"018","Avon","2022","16,734,429","912,879,000","1.83%","4,549","3,679","2,115,731","34,076,568","6.21%"
"018","Avon","2023","15,320,000","912,879,000","1.68%","4,777","3,207","1,977,070","32,017,635","6.18%"
"018","Avon","2024","13,925,000","1,081,305,500","1.29%","4,755","2,928","1,938,290","33,939,568","5.71%"
"018","Avon","2025","13,005,000","1,081,305,500","1.20%","4,735","2,747","1,411,335","39,799,044","3.55%"
"019","Ayer","2021","19,847,003","1,219,304,900","1.63%","8,164","2,431","1,203,519","30,641,199","3.93%"
"019","Ayer","2022","17,532,826","1,414,841,800","1.24%","8,196","2,139","1,276,000","31,447,707","4.06%"
"019","Ayer","2023","20,877,638","1,414,841,800","1.48%","8,479","2,462","887,820","33,527,684","2.65%"
"019","Ayer","2024","29,910,757","1,529,467,100","1.96%","8,400","3,561","863,277","34,458,717","2.51%"
"019","Ayer","2025","27,678,880","1,529,467,100","1.81%","8,424","3,286","1,307,616","35,803,312","3.65%"
"020","Barnstable","2021","109,353,411","14,932,044,600","0.73%","44,460","2,460","6,494,851","182,310,922","3.56%"
"020","Barnstable","2022","109,163,883","16,031,008,100","0.68%","44,477","2,454","6,295,126","189,730,442","3.32%"
"020","Barnstable","2023","112,046,765","16,031,008,100","0.70%","48,916","2,291","6,773,285","207,993,333","3.26%"
"020","Barnstable","2024","165,323,506","18,221,137,000","0.91%","49,583","3,334","7,224,889","221,832,927","3.26%"
"020","Barnstable","2025","161,635,976","18,221,137,000","0.89%","49,532","3,263","7,341,659","235,412,946","3.12%"
"021","Barre","2021","2,364,689","458,372,300","0.52%","5,592","423","561,195","12,309,373","4.56%"
"021","Barre","2022","2,155,631","507,030,500","0.43%","5,578","386","552,244","12,329,409","4.48%"
"021","Barre","2023","1,946,509","507,030,500","0.38%","5,530","352","524,610","12,896,758","4.07%"
"021","Barre","2024","1,742,322","583,632,100","0.30%","5,526","315","533,028","13,885,103","3.84%"
"021","Barre","2025","","583,632,100","","5,533","","517,984","14,527,581","3.57%"
"022","Becket","2021","2,440,000","523,623,000","0.47%","1,730","1,410","302,005","7,257,410","4.16%"
"022","Becket","2022","2,468,000","558,339,300","0.44%","1,716","1,438","183,222","7,375,377","2.48%"
"022","Becket","2023","2,414,344","558,339,300","0.43%","1,931","1,250","174,099","8,390,647","2.08%"
"022","Becket","2024","3,933,459","630,004,600","0.62%","1,932","2,036","369,225","9,915,843","3.72%"
"022","Becket","2025","2,671,250","630,004,600","0.42%","1,931","1,383","472,402","9,768,987","4.84%"
"023","Bedford","2021","56,208,450","3,957,585,000","1.42%","14,195","3,960","9,604,419","101,070,456","9.50%"
"023","Bedford","2022","64,418,653","4,399,434,500","1.46%","14,123","4,561","9,165,526","109,271,842","8.39%"
"023","Bedford","2023","62,144,162","4,399,434,500","1.41%","14,383","4,321","10,805,627","111,778,217","9.67%"
"023","Bedford","2024","53,716,642","4,632,427,000","1.16%","14,155","3,795","10,874,539","117,461,997","9.26%"
"023","Bedford","2025","71,673,104","4,632,427,000","1.55%","14,161","5,061","9,058,812","123,907,741","7.31%"
"024","Belchertown","2021","6,282,285","1,554,339,300","0.40%","15,134","415","2,171,657","54,025,122","4.02%"
"024","Belchertown","2022","9,232,601","1,706,796,100","0.54%","15,098","612","2,141,756","55,121,829","3.89%"
"024","Belchertown","2023","8,025,700","1,706,796,100","0.47%","15,350","523","958,976","55,718,978","1.72%"
"024","Belchertown","2024","6,806,538","1,889,367,600","0.36%","15,279","445","932,149","57,949,208","1.61%"
"024","Belchertown","2025","5,976,476","1,889,367,600","0.32%","15,316","390","929,832","59,984,392","1.55%"
"025","Bellingham","2021","35,437,490","2,504,502,600","1.41%","17,182","2,062","5,816,772","67,982,989","8.56%"
"025","Bellingham","2022","36,450,506","2,853,759,500","1.28%","17,270","2,111","4,364,469","69,260,697","6.30%"
"025","Bellingham","2023","33,407,119","2,853,759,500","1.17%","16,945","1,972","3,770,223","75,387,693","5.00%"
"025","Bellingham","2024","30,915,041","3,317,158,400","0.93%","16,905","1,829","3,669,974","77,405,882","4.74%"
"025","Bellingham","2025","35,024,494","3,317,158,400","1.06%","17,407","2,012","3,824,905","81,741,669","4.68%"
"026","Belmont","2021","250,490,221","7,850,565,400","3.19%","26,330","9,513","14,724,266","131,661,023","11.18%"
"026","Belmont","2022","254,116,665","9,840,875,900","2.58%","26,116","9,730","14,488,204","140,924,585","10.28%"
"026","Belmont","2023","245,016,835","9,840,875,900","2.49%","27,295","8,977","15,170,502","146,932,405","10.33%"
"026","Belmont","2024","235,635,498","10,384,380,400","2.27%","26,838","8,780","14,626,779","156,117,544","9.37%"
"026","Belmont","2025","286,859,413","10,384,380,400","2.76%","26,710","10,740","15,439,443","166,229,031","9.29%"
"027","Berkley","2021","2,745,000","880,793,800","0.31%","6,802","404","354,950","24,463,843","1.45%"
"027","Berkley","2022","2,485,000","971,888,500","0.26%","6,851","363","347,150","25,857,803","1.34%"
"027","Berkley","2023","3,075,000","971,888,500","0.32%","6,764","455","250,904","26,093,753","0.96%"
"027","Berkley","2024","2,660,000","1,087,861,600","0.24%","6,785","392","514,488","28,198,415","1.83%"
"027","Berkley","2025","2,240,000","1,087,861,600","0.21%","6,797","330","504,562","28,237,408","1.79%"
"028","Berlin","2021","3,424,308","642,333,300","0.53%","3,220","1,063","555,480","15,191,679","3.66%"
"028","Berlin","2022","3,230,000","710,453,400","0.45%","3,240","997","312,583","15,701,773","1.99%"
"028","Berlin","2023","3,040,000","710,453,400","0.43%","3,158","963","298,775","17,227,937","1.73%"
"028","Berlin","2024","2,850,000","775,450,700","0.37%","3,674","776","291,175","19,444,109","1.50%"
"028","Berlin","2025","2,660,000","775,450,700","0.34%","4,189","635","285,475","19,501,423","1.46%"
"029","Bernardston","2021","4,924","216,624,000","0.00%","2,114","2","0","5,397,112","0.00%"
"029","Bernardston","2022","4,924","248,325,200","0.00%","2,090","2","60,000","5,804,653","1.03%"
"029","Bernardston","2023","0","248,325,200","0.00%","2,102","0","64,000","6,172,626","1.04%"
"029","Bernardston","2024","0","289,619,100","0.00%","2,106","0","52,710","6,740,530","0.78%"
"029","Bernardston","2025","0","289,619,100","0.00%","2,104","0","0","7,115,336","0.00%"
"030","Beverly","2021","115,035,026","6,939,374,700","1.66%","42,312","2,719","9,202,018","144,272,745","6.38%"
"030","Beverly","2022","106,909,948","7,994,706,700","1.34%","42,174","2,535","10,440,569","148,260,814","7.04%"
"030","Beverly","2023","100,804,784","7,994,706,700","1.26%","42,670","2,362","8,254,319","158,619,148","5.20%"
"030","Beverly","2024","94,999,999","8,971,044,300","1.06%","42,446","2,238","7,927,474","163,559,677","4.85%"
"030","Beverly","2025","89,634,999","8,971,044,300","1.00%","42,235","2,122","7,186,751","173,873,420","4.13%"
"031","Billerica","2021","146,110,307","6,791,697,200","2.15%","43,784","3,337","6,642,754","180,287,345","3.69%"
"031","Billerica","2022","147,765,365","7,998,669,600","1.85%","43,367","3,407","6,584,841","189,076,553","3.48%"
"031","Billerica","2023","166,956,616","7,998,669,600","2.09%","42,119","3,964","7,928,421","194,992,532","4.07%"
"031","Billerica","2024","174,537,158","9,046,472,000","1.93%","41,453","4,210","7,466,643","200,985,127","3.72%"
